Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
7665,ORD-2023-72050,2023-01-21,2023-01-23,Second Class,CUS-57381,Customer 809,Corporate,United States,GEO-City-2,Georgia,99610,South,OFF-STO-7230,Office Supplies,Storage,Storage Pro 927,109.69,1,0.0,42.84
7666,ORD-2023-49628,2023-01-21,2023-01-28,Same Day,CUS-41419,Customer 987,Home Office,United States,NEW-City-2,New Jersey,61462,East,OFF-FAS-6620,Office Supplies,Fasteners,Fasteners Basic 983,367.01,2,0.15,103.8
7667,ORD-2023-59639,2023-01-21,2023-01-25,Standard Class,CUS-79361,Customer 474,Home Office,United States,NEV-City-5,Nevada,73323,West,TEC-COP-4049,Technology,Copiers,Copiers Premium 247,6290.9,12,0.0,1580.05
7668,ORD-2023-42943,2023-01-22,2023-01-24,Second Class,CUS-28888,Customer 177,Corporate,United States,NEW-City-2,New Jersey,23818,East,FUR-CHA-4517,Furniture,Chairs,Chairs Standard 542,228.56,5,0.0,48.81
7669,ORD-2023-17774,2023-01-22,2023-01-25,Same Day,CUS-55365,Customer 274,Consumer,United States,ILL-City-1,Illinois,79972,Central,FUR-CHA-6112,Furniture,Chairs,Chairs Standard 310,3201.57,3,0.25,53.66
7670,ORD-2023-66055,2023-01-22,2023-01-24,Same Day,CUS-56865,Customer 480,Corporate,United States,VIR-City-1,Virginia,83257,South,FUR-FUR-6132,Furniture,Furnishings,Furnishings Basic 801,10103.29,7,0.25,-210.64
7671,ORD-2023-10205,2023-01-22,2023-01-25,Standard Class,CUS-22365,Customer 208,Consumer,United States,ORE-City-5,Oregon,56438,West,OFF-FAS-3896,Office Supplies,Fasteners,Fasteners Pro 183,780.17,6,0.2,168.35
7672,ORD-2023-76383,2023-01-22,2023-01-26,Second Class,CUS-65446,Customer 117,Corporate,United States,FLO-City-3,Florida,83614,South,FUR-BOO-7217,Furniture,Bookcases,Bookcases Premium 723,2863.4,3,0.05,472.33
7673,ORD-2023-96708,2023-01-22,2023-01-23,Second Class,CUS-58899,Customer 263,Consumer,United States,ARI-City-5,Arizona,99180,West,FUR-CHA-3163,Furniture,Chairs,Chairs Elite 382,14403.53,13,0.0,3055.96
7674,ORD-2023-17775,2023-01-22,2023-01-25,Same Day,CUS-60845,Customer 73,Consumer,United States,ILL-City-3,Illinois,12519,Central,TEC-COP-3400,Technology,Copiers,Copiers Pro 470,9282.55,8,0.4,-439.9
7675,ORD-2023-26559,2023-01-22,2023-01-23,Same Day,CUS-19774,Customer 842,Home Office,United States,IND-City-4,Indiana,24417,Central,TEC-MAC-5196,Technology,Machines,Machines Pro 662,2622.25,2,0.0,799.57
7676,ORD-2023-57396,2023-01-22,2023-01-26,Standard Class,CUS-17876,Customer 655,Consumer,United States,IND-City-3,Indiana,49755,Central,OFF-FAS-2319,Office Supplies,Fasteners,Fasteners Elite 692,209.33,1,0.0,75.62
7677,ORD-2023-23013,2023-01-23,2023-01-25,Second Class,CUS-40612,Customer 964,Home Office,United States,TEX-City-4,Texas,63061,Central,OFF-ENV-7338,Office Supplies,Envelopes,Envelopes Pro 969,2096.11,8,0.1,413.62
7678,ORD-2023-44681,2023-01-23,2023-01-28,Standard Class,CUS-81458,Customer 304,Corporate,United States,MIC-City-1,Michigan,28461,Central,FUR-CHA-8331,Furniture,Chairs,Chairs Pro 783,17316.24,12,0.4,-892.59
7679,ORD-2023-17987,2023-01-23,2023-01-30,First Class,CUS-58438,Customer 901,Consumer,United States,NEV-City-2,Nevada,97557,West,FUR-BOO-9641,Furniture,Bookcases,Bookcases Basic 387,10086.42,13,0.4,-228.11
7680,ORD-2023-62809,2023-01-23,2023-01-28,Standard Class,CUS-22444,Customer 801,Consumer,United States,GEO-City-5,Georgia,23033,South,FUR-FUR-3735,Furniture,Furnishings,Furnishings Basic 481,5024.87,10,0.0,708.98
7681,ORD-2023-96061,2023-01-23,2023-01-26,Same Day,CUS-83766,Customer 868,Home Office,United States,GEO-City-3,Georgia,11854,South,TEC-COP-1568,Technology,Copiers,Copiers Standard 327,9038.24,13,0.15,891.83
7682,ORD-2023-33182,2023-01-24,2023-01-25,First Class,CUS-70248,Customer 37,Consumer,United States,CON-City-1,Connecticut,50954,East,OFF-FAS-6153,Office Supplies,Fasteners,Fasteners Premium 553,5317.49,15,0.25,856.84
7683,ORD-2023-70729,2023-01-25,2023-01-28,First Class,CUS-90590,Customer 962,Home Office,United States,NEV-City-1,Nevada,82809,West,OFF-STO-9705,Office Supplies,Storage,Storage Basic 850,490.99,4,0.2,82.99
7684,ORD-2023-70344,2023-01-25,2023-01-30,Standard Class,CUS-22027,Customer 906,Consumer,United States,NEW-City-5,New Jersey,36782,East,TEC-MAC-1508,Technology,Machines,Machines Basic 170,6059.43,5,0.0,2016.68
7685,ORD-2023-54631,2023-01-25,2023-02-01,Standard Class,CUS-86596,Customer 725,Home Office,United States,TEX-City-3,Texas,98037,Central,OFF-FAS-1783,Office Supplies,Fasteners,Fasteners Basic 684,120.85,2,0.4,20.29
7686,ORD-2023-79781,2023-01-25,2023-01-30,Second Class,CUS-26712,Customer 52,Consumer,United States,NOR-City-4,North Carolina,97318,South,TEC-PHO-6136,Technology,Phones,Phones Premium 716,1863.12,6,0.3,167.86
7687,ORD-2023-54748,2023-01-25,2023-01-30,First Class,CUS-18112,Customer 959,Home Office,United States,IND-City-2,Indiana,25391,Central,TEC-MAC-8591,Technology,Machines,Machines Pro 164,2685.95,2,0.0,931.09
7688,ORD-2023-70898,2023-01-25,2023-02-01,Second Class,CUS-45406,Customer 759,Corporate,United States,ILL-City-5,Illinois,13183,Central,OFF-APP-1360,Office Supplies,Appliances,Appliances Basic 852,2473.56,8,0.25,261.76
7689,ORD-2023-76962,2023-01-26,2023-01-31,Second Class,CUS-69393,Customer 186,Consumer,United States,IND-City-2,Indiana,49314,Central,OFF-STO-7574,Office Supplies,Storage,Storage Pro 598,230.71,1,0.0,51.36
7690,ORD-2023-67788,2023-01-26,2023-01-31,First Class,CUS-81111,Customer 852,Home Office,United States,MIC-City-5,Michigan,13704,Central,FUR-BOO-1703,Furniture,Bookcases,Bookcases Elite 113,5362.34,9,0.3,289.06
7691,ORD-2023-11744,2023-01-26,2023-02-01,First Class,CUS-16777,Customer 276,Corporate,United States,WAS-City-1,Washington,99511,West,OFF-BIN-6870,Office Supplies,Binders,Binders Pro 440,3384.52,10,0.3,187.86
7692,ORD-2023-87656,2023-01-26,2023-01-30,Second Class,CUS-31319,Customer 897,Consumer,United States,NEW-City-1,New York,38485,East,TEC-COP-1362,Technology,Copiers,Copiers Standard 620,17978.72,14,0.0,3715.61
7693,ORD-2023-93363,2023-01-26,2023-01-30,First Class,CUS-10259,Customer 733,Consumer,United States,PEN-City-2,Pennsylvania,87938,East,FUR-CHA-7736,Furniture,Chairs,Chairs Pro 376,7723.97,15,0.0,941.14
7694,ORD-2023-35443,2023-01-26,2023-02-01,Same Day,CUS-13949,Customer 434,Corporate,United States,TEN-City-1,Tennessee,81588,South,OFF-ENV-7956,Office Supplies,Envelopes,Envelopes Standard 301,149.61,6,0.25,36.44
7695,ORD-2023-66961,2023-01-26,2023-02-01,Second Class,CUS-72825,Customer 437,Corporate,United States,TEN-City-2,Tennessee,26772,South,FUR-CHA-3412,Furniture,Chairs,Chairs Pro 729,4471.97,10,0.25,64.39
7696,ORD-2023-10473,2023-01-27,2023-01-31,Same Day,CUS-23028,Customer 537,Consumer,United States,WAS-City-2,Washington,43198,West,FUR-FUR-3122,Furniture,Furnishings,Furnishings Pro 263,1568.47,2,0.4,47.77
7697,ORD-2023-68070,2023-01-27,2023-01-30,Standard Class,CUS-51950,Customer 173,Home Office,United States,FLO-City-3,Florida,98286,South,TEC-PHO-1446,Technology,Phones,Phones Pro 406,10751.26,8,0.0,2200.98
7698,ORD-2023-59583,2023-01-27,2023-01-28,Second Class,CUS-14273,Customer 991,Corporate,United States,OHI-City-3,Ohio,79613,Central,TEC-MAC-2735,Technology,Machines,Machines Elite 367,5547.08,13,0.0,1580.67
7699,ORD-2023-69260,2023-01-27,2023-01-29,Same Day,CUS-12116,Customer 790,Home Office,United States,WAS-City-4,Washington,16119,West,OFF-FAS-5607,Office Supplies,Fasteners,Fasteners Pro 729,677.55,6,0.15,176.33
7700,ORD-2023-49363,2023-01-27,2023-02-03,Same Day,CUS-81149,Customer 668,Corporate,United States,NOR-City-3,North Carolina,30541,South,FUR-FUR-3315,Furniture,Furnishings,Furnishings Premium 211,323.13,1,0.15,34.82
7701,ORD-2023-70271,2023-01-27,2023-01-31,Second Class,CUS-98353,Customer 555,Home Office,United States,ARI-City-4,Arizona,67559,West,TEC-COP-9020,Technology,Copiers,Copiers Pro 701,17151.98,11,0.05,2322.32
7702,ORD-2023-73444,2023-01-27,2023-01-29,Second Class,CUS-75826,Customer 344,Consumer,United States,MAS-City-5,Massachusetts,49077,East,OFF-FAS-9674,Office Supplies,Fasteners,Fasteners Elite 636,2869.8,9,0.0,1019.11
7703,ORD-2023-46726,2023-01-27,2023-02-03,Second Class,CUS-38633,Customer 212,Corporate,United States,NEW-City-5,New York,95974,East,TEC-PHO-2916,Technology,Phones,Phones Standard 938,5023.29,6,0.0,883.4
7704,ORD-2023-96835,2023-01-28,2023-02-01,Same Day,CUS-20975,Customer 589,Home Office,United States,ORE-City-5,Oregon,99067,West,FUR-CHA-4475,Furniture,Chairs,Chairs Basic 140,2883.48,2,0.15,245.14
7705,ORD-2023-21722,2023-01-28,2023-02-04,Standard Class,CUS-37740,Customer 175,Home Office,United States,GEO-City-4,Georgia,52795,South,FUR-FUR-9858,Furniture,Furnishings,Furnishings Elite 349,10431.69,7,0.0,1293.9
7706,ORD-2023-22993,2023-01-28,2023-02-02,Standard Class,CUS-40774,Customer 418,Consumer,United States,FLO-City-5,Florida,19748,South,OFF-BIN-6203,Office Supplies,Binders,Binders Elite 932,6985.29,15,0.4,803.44
7707,ORD-2023-73374,2023-01-28,2023-02-03,First Class,CUS-87682,Customer 160,Consumer,United States,MAS-City-3,Massachusetts,42964,East,FUR-FUR-1184,Furniture,Furnishings,Furnishings Premium 648,3767.28,5,0.0,900.16
7708,ORD-2023-56069,2023-01-28,2023-01-30,First Class,CUS-76192,Customer 850,Consumer,United States,CON-City-5,Connecticut,20201,East,FUR-TAB-1785,Furniture,Tables,Tables Basic 879,9955.32,15,0.1,963.12
7709,ORD-2023-87232,2023-01-29,2023-02-02,Second Class,CUS-62852,Customer 606,Home Office,United States,MIC-City-5,Michigan,84787,Central,FUR-BOO-4052,Furniture,Bookcases,Bookcases Basic 261,5633.16,5,0.0,945.29
7710,ORD-2023-98556,2023-01-30,2023-02-02,Same Day,CUS-96757,Customer 511,Home Office,United States,CON-City-3,Connecticut,62580,East,TEC-MAC-2024,Technology,Machines,Machines Standard 206,8564.27,13,0.0,1335.87
7711,ORD-2023-97143,2023-01-30,2023-02-05,Same Day,CUS-28224,Customer 749,Consumer,United States,ARI-City-2,Arizona,35344,West,OFF-FAS-7840,Office Supplies,Fasteners,Fasteners Pro 982,1839.48,10,0.25,144.01
7712,ORD-2023-94134,2023-01-30,2023-01-31,First Class,CUS-90310,Customer 519,Consumer,United States,PEN-City-3,Pennsylvania,38804,East,FUR-BOO-2369,Furniture,Bookcases,Bookcases Pro 115,16043.13,12,0.05,1717.46
7713,ORD-2023-51315,2023-01-31,2023-02-05,Standard Class,CUS-26865,Customer 794,Consumer,United States,MAS-City-4,Massachusetts,71660,East,OFF-STO-8273,Office Supplies,Storage,Storage Basic 525,7267.45,15,0.0,2459.06
7714,ORD-2023-26887,2023-01-31,2023-02-07,Standard Class,CUS-56807,Customer 844,Corporate,United States,GEO-City-1,Georgia,91054,South,FUR-TAB-2244,Furniture,Tables,Tables Basic 934,1701.57,2,0.25,-7.29
7715,ORD-2023-33479,2023-01-31,2023-02-07,Second Class,CUS-71348,Customer 13,Corporate,United States,NEW-City-4,New York,35930,East,OFF-SUP-5230,Office Supplies,Supplies,Supplies Elite 588,1798.95,15,0.05,656.62
7716,ORD-2023-85298,2023-01-31,2023-02-06,Second Class,CUS-78777,Customer 578,Consumer,United States,FLO-City-5,Florida,21411,South,OFF-SUP-5212,Office Supplies,Supplies,Supplies Basic 297,1864.12,12,0.3,456.35
7717,ORD-2023-12560,2023-01-31,2023-02-07,Standard Class,CUS-27536,Customer 100,Home Office,United States,NEW-City-2,New York,35810,East,FUR-CHA-8881,Furniture,Chairs,Chairs Standard 843,791.69,10,0.3,-36.23
7718,ORD-2023-47503,2023-01-31,2023-02-07,First Class,CUS-16637,Customer 839,Consumer,United States,VIR-City-4,Virginia,30245,South,OFF-LAB-1448,Office Supplies,Labels,Labels Elite 574,522.33,7,0.15,126.62
7719,ORD-2023-21800,2023-01-31,2023-02-06,Second Class,CUS-50661,Customer 460,Corporate,United States,IND-City-2,Indiana,52056,Central,TEC-MAC-1911,Technology,Machines,Machines Elite 628,9062.22,5,0.05,2392.42
7720,ORD-2023-33616,2023-01-31,2023-02-03,Standard Class,CUS-30709,Customer 777,Corporate,United States,NEW-City-2,New Jersey,39125,East,TEC-ACC-3084,Technology,Accessories,Accessories Premium 817,5384.62,3,0.0,1693.19
7721,ORD-2023-35312,2023-02-01,2023-02-02,Second Class,CUS-47496,Customer 913,Corporate,United States,ORE-City-3,Oregon,96529,West,OFF-FAS-2415,Office Supplies,Fasteners,Fasteners Premium 705,3379.58,11,0.0,1301.93
7722,ORD-2023-23763,2023-02-01,2023-02-08,Standard Class,CUS-74899,Customer 554,Corporate,United States,FLO-City-1,Florida,45499,South,TEC-ACC-2321,Technology,Accessories,Accessories Premium 225,10147.7,7,0.4,219.25
7723,ORD-2023-67497,2023-02-01,2023-02-07,Second Class,CUS-73940,Customer 482,Corporate,United States,ILL-City-1,Illinois,39204,Central,TEC-ACC-7152,Technology,Accessories,Accessories Elite 794,15617.21,10,0.0,4763.43
7724,ORD-2023-79134,2023-02-01,2023-02-03,First Class,CUS-92751,Customer 686,Corporate,United States,MIC-City-2,Michigan,55905,Central,TEC-MAC-5425,Technology,Machines,Machines Pro 745,10148.67,9,0.0,2629.2
7725,ORD-2023-18649,2023-02-01,2023-02-03,First Class,CUS-90211,Customer 307,Consumer,United States,PEN-City-5,Pennsylvania,12375,East,OFF-BIN-9452,Office Supplies,Binders,Binders Standard 579,2216.74,15,0.0,738.83
7726,ORD-2023-52788,2023-02-02,2023-02-04,Second Class,CUS-23708,Customer 807,Consumer,United States,MAS-City-1,Massachusetts,81554,East,OFF-APP-7778,Office Supplies,Appliances,Appliances Basic 968,3004.31,15,0.2,869.56
7727,ORD-2023-79578,2023-02-02,2023-02-09,Same Day,CUS-30155,Customer 910,Consumer,United States,ARI-City-1,Arizona,58633,West,FUR-CHA-5893,Furniture,Chairs,Chairs Premium 536,3681.55,3,0.0,385.19
7728,ORD-2023-36650,2023-02-02,2023-02-07,Same Day,CUS-51844,Customer 3,Consumer,United States,VIR-City-4,Virginia,22785,South,TEC-ACC-6022,Technology,Accessories,Accessories Basic 615,1289.38,2,0.1,248.17
7729,ORD-2023-84084,2023-02-02,2023-02-06,Same Day,CUS-55847,Customer 477,Consumer,United States,MIC-City-5,Michigan,60491,Central,OFF-APP-7663,Office Supplies,Appliances,Appliances Elite 266,6223.03,14,0.0,1767.6
7730,ORD-2023-78531,2023-02-03,2023-02-10,Second Class,CUS-58154,Customer 15,Corporate,United States,OHI-City-3,Ohio,83471,Central,FUR-CHA-7348,Furniture,Chairs,Chairs Basic 391,7271.61,12,0.25,-8.39
7731,ORD-2023-75382,2023-02-03,2023-02-05,Second Class,CUS-43200,Customer 366,Home Office,United States,MIC-City-4,Michigan,21248,Central,TEC-ACC-6181,Technology,Accessories,Accessories Basic 977,430.51,3,0.0,75.0
7732,ORD-2023-92066,2023-02-03,2023-02-08,Standard Class,CUS-48265,Customer 695,Home Office,United States,VIR-City-5,Virginia,62596,South,FUR-BOO-9250,Furniture,Bookcases,Bookcases Elite 891,4871.18,7,0.15,272.42
7733,ORD-2023-90673,2023-02-03,2023-02-07,Second Class,CUS-73680,Customer 537,Consumer,United States,IND-City-4,Indiana,47319,Central,FUR-CHA-4656,Furniture,Chairs,Chairs Standard 675,6463.01,5,0.0,707.96
7734,ORD-2023-12983,2023-02-03,2023-02-09,Same Day,CUS-90492,Customer 487,Corporate,United States,ILL-City-1,Illinois,89235,Central,TEC-PHO-2133,Technology,Phones,Phones Basic 572,8736.13,13,0.0,2196.72
7735,ORD-2023-80554,2023-02-03,2023-02-09,First Class,CUS-13489,Customer 533,Corporate,United States,NEW-City-2,New Jersey,78102,East,FUR-CHA-7504,Furniture,Chairs,Chairs Basic 629,1246.9,1,0.2,4.31
7736,ORD-2023-66843,2023-02-03,2023-02-09,Standard Class,CUS-68643,Customer 216,Home Office,United States,TEN-City-5,Tennessee,28618,South,TEC-ACC-6660,Technology,Accessories,Accessories Basic 225,29937.57,15,0.15,3326.29
7737,ORD-2023-71331,2023-02-03,2023-02-07,Standard Class,CUS-93537,Customer 479,Consumer,United States,GEO-City-1,Georgia,58436,South,FUR-FUR-1535,Furniture,Furnishings,Furnishings Standard 174,4990.47,12,0.4,-365.11
7738,ORD-2023-34535,2023-02-04,2023-02-10,Same Day,CUS-26700,Customer 742,Home Office,United States,VIR-City-5,Virginia,28686,South,OFF-ART-9549,Office Supplies,Art,Art Pro 533,810.43,2,0.05,280.44
7739,ORD-2023-45956,2023-02-04,2023-02-06,Second Class,CUS-39879,Customer 903,Home Office,United States,CAL-City-5,California,99218,West,FUR-BOO-3087,Furniture,Bookcases,Bookcases Standard 683,14372.8,14,0.3,606.08
7740,ORD-2023-14322,2023-02-04,2023-02-06,Second Class,CUS-63201,Customer 292,Consumer,United States,NEW-City-1,New York,84798,East,OFF-PAP-3837,Office Supplies,Paper,Paper Pro 265,3745.98,11,0.05,1185.69
7741,ORD-2023-78945,2023-02-04,2023-02-06,Second Class,CUS-71740,Customer 335,Consumer,United States,WAS-City-5,Washington,14187,West,FUR-TAB-1215,Furniture,Tables,Tables Basic 384,8999.33,6,0.4,-96.07
7742,ORD-2023-69510,2023-02-04,2023-02-05,Standard Class,CUS-47762,Customer 724,Corporate,United States,CAL-City-4,California,91927,West,OFF-FAS-5771,Office Supplies,Fasteners,Fasteners Pro 337,1325.99,11,0.1,407.83
7743,ORD-2023-16159,2023-02-04,2023-02-11,Same Day,CUS-62479,Customer 813,Home Office,United States,PEN-City-1,Pennsylvania,44039,East,OFF-LAB-3078,Office Supplies,Labels,Labels Pro 358,540.19,5,0.0,176.4
7744,ORD-2023-58504,2023-02-04,2023-02-10,First Class,CUS-28805,Customer 368,Consumer,United States,NEW-City-3,New Jersey,68863,East,OFF-STO-4653,Office Supplies,Storage,Storage Pro 299,1782.2,6,0.15,292.61
7745,ORD-2023-90735,2023-02-04,2023-02-05,Second Class,CUS-72771,Customer 741,Corporate,United States,ORE-City-2,Oregon,49491,West,TEC-PHO-9389,Technology,Phones,Phones Standard 299,13696.05,11,0.2,1494.95
7746,ORD-2023-88284,2023-02-05,2023-02-10,First Class,CUS-37503,Customer 817,Consumer,United States,MAS-City-1,Massachusetts,83785,East,FUR-BOO-6335,Furniture,Bookcases,Bookcases Pro 512,3268.46,3,0.2,399.88
7747,ORD-2023-82140,2023-02-05,2023-02-07,Standard Class,CUS-42191,Customer 753,Home Office,United States,VIR-City-5,Virginia,53841,South,OFF-BIN-2455,Office Supplies,Binders,Binders Standard 157,4083.22,13,0.25,661.26
7748,ORD-2023-20012,2023-02-05,2023-02-12,Second Class,CUS-54064,Customer 611,Consumer,United States,ILL-City-1,Illinois,70494,Central,TEC-PHO-1649,Technology,Phones,Phones Premium 329,4436.28,3,0.15,1085.76
7749,ORD-2023-35729,2023-02-05,2023-02-08,Same Day,CUS-30370,Customer 552,Consumer,United States,CON-City-3,Connecticut,81569,East,TEC-PHO-2324,Technology,Phones,Phones Elite 718,8739.41,10,0.1,1963.23
7750,ORD-2023-13089,2023-02-05,2023-02-12,Standard Class,CUS-40178,Customer 945,Consumer,United States,WAS-City-1,Washington,76602,West,TEC-PHO-3643,Technology,Phones,Phones Elite 256,9213.45,14,0.2,1500.96
7751,ORD-2023-74486,2023-02-05,2023-02-12,Same Day,CUS-42073,Customer 959,Corporate,United States,NEW-City-3,New Jersey,66257,East,FUR-BOO-9675,Furniture,Bookcases,Bookcases Standard 485,3268.12,8,0.15,499.69
7752,ORD-2023-31259,2023-02-05,2023-02-12,Same Day,CUS-47735,Customer 42,Corporate,United States,VIR-City-1,Virginia,86207,South,OFF-STO-2369,Office Supplies,Storage,Storage Standard 600,46.96,2,0.1,8.1
7753,ORD-2023-70959,2023-02-05,2023-02-11,Standard Class,CUS-99015,Customer 509,Consumer,United States,WAS-City-2,Washington,18473,West,OFF-PAP-8509,Office Supplies,Paper,Paper Standard 433,1848.19,6,0.15,241.42
7754,ORD-2023-24999,2023-02-05,2023-02-12,First Class,CUS-76674,Customer 340,Home Office,United States,WAS-City-5,Washington,18927,West,FUR-TAB-1307,Furniture,Tables,Tables Basic 895,648.81,4,0.1,114.86
7755,ORD-2023-35557,2023-02-06,2023-02-09,First Class,CUS-82133,Customer 657,Consumer,United States,ILL-City-1,Illinois,98641,Central,TEC-PHO-8906,Technology,Phones,Phones Standard 531,4234.51,5,0.4,56.23
7756,ORD-2023-95600,2023-02-06,2023-02-07,Second Class,CUS-96411,Customer 790,Corporate,United States,NEV-City-3,Nevada,82154,West,TEC-COP-6901,Technology,Copiers,Copiers Elite 341,10554.32,13,0.0,2927.6
7757,ORD-2023-63536,2023-02-06,2023-02-13,Second Class,CUS-60616,Customer 233,Corporate,United States,MIC-City-5,Michigan,44225,Central,OFF-FAS-2123,Office Supplies,Fasteners,Fasteners Standard 667,1767.49,15,0.0,633.95
7758,ORD-2023-48155,2023-02-06,2023-02-08,Standard Class,CUS-47200,Customer 211,Consumer,United States,NEW-City-4,New Jersey,52830,East,FUR-CHA-4260,Furniture,Chairs,Chairs Pro 495,915.65,8,0.3,-44.27
7759,ORD-2023-56492,2023-02-06,2023-02-12,Standard Class,CUS-56606,Customer 42,Corporate,United States,CON-City-1,Connecticut,39775,East,FUR-CHA-7450,Furniture,Chairs,Chairs Standard 767,7028.68,11,0.0,1589.68
7760,ORD-2023-92305,2023-02-06,2023-02-13,Second Class,CUS-73310,Customer 553,Corporate,United States,MIC-City-1,Michigan,57836,Central,FUR-TAB-5944,Furniture,Tables,Tables Basic 594,5488.31,7,0.2,260.35
7761,ORD-2023-47105,2023-02-06,2023-02-12,First Class,CUS-73556,Customer 44,Consumer,United States,CAL-City-1,California,26206,West,FUR-BOO-9216,Furniture,Bookcases,Bookcases Premium 910,368.11,1,0.05,29.47
7762,ORD-2023-22612,2023-02-06,2023-02-12,Standard Class,CUS-10991,Customer 924,Corporate,United States,TEN-City-5,Tennessee,51487,South,TEC-COP-9516,Technology,Copiers,Copiers Elite 468,11595.37,6,0.1,2577.95
7763,ORD-2023-58637,2023-02-06,2023-02-12,Second Class,CUS-14436,Customer 108,Consumer,United States,IND-City-4,Indiana,89206,Central,FUR-CHA-5216,Furniture,Chairs,Chairs Premium 973,5348.27,5,0.15,673.22
7764,ORD-2023-94713,2023-02-06,2023-02-08,Second Class,CUS-24298,Customer 553,Corporate,United States,MIC-City-4,Michigan,49666,Central,TEC-COP-1384,Technology,Copiers,Copiers Basic 391,11196.9,14,0.0,2528.4
7765,ORD-2023-33192,2023-02-06,2023-02-10,Second Class,CUS-21415,Customer 682,Corporate,United States,TEX-City-5,Texas,57603,Central,FUR-FUR-7619,Furniture,Furnishings,Furnishings Basic 823,8169.43,15,0.25,188.94
7766,ORD-2023-22097,2023-02-07,2023-02-09,Same Day,CUS-74032,Customer 258,Consumer,United States,OHI-City-5,Ohio,27146,Central,FUR-TAB-4335,Furniture,Tables,Tables Standard 617,6114.08,14,0.0,917.32
7767,ORD-2023-42124,2023-02-07,2023-02-12,Second Class,CUS-33944,Customer 707,Home Office,United States,NEW-City-4,New York,89840,East,TEC-ACC-5009,Technology,Accessories,Accessories Standard 916,17386.7,12,0.0,2747.91
7768,ORD-2023-91489,2023-02-07,2023-02-12,First Class,CUS-13704,Customer 455,Consumer,United States,NEV-City-4,Nevada,60440,West,FUR-FUR-1954,Furniture,Furnishings,Furnishings Standard 976,11997.19,11,0.2,1678.36
7769,ORD-2023-15331,2023-02-07,2023-02-11,Standard Class,CUS-16845,Customer 567,Home Office,United States,CAL-City-3,California,99091,West,TEC-MAC-2259,Technology,Machines,Machines Premium 389,6049.44,13,0.0,1986.77
7770,ORD-2023-81981,2023-02-07,2023-02-13,First Class,CUS-85290,Customer 293,Home Office,United States,ORE-City-2,Oregon,57170,West,FUR-TAB-7295,Furniture,Tables,Tables Standard 115,7412.42,7,0.1,1253.63
7771,ORD-2023-42950,2023-02-07,2023-02-13,Same Day,CUS-92567,Customer 815,Consumer,United States,TEN-City-3,Tennessee,74474,South,TEC-MAC-2362,Technology,Machines,Machines Elite 615,7844.29,6,0.3,424.14
7772,ORD-2023-72714,2023-02-07,2023-02-09,Second Class,CUS-43852,Customer 799,Corporate,United States,CAL-City-4,California,37501,West,TEC-MAC-5294,Technology,Machines,Machines Basic 980,5478.61,6,0.1,691.43
7773,ORD-2023-26398,2023-02-07,2023-02-10,Same Day,CUS-97474,Customer 187,Consumer,United States,ILL-City-1,Illinois,63022,Central,OFF-ENV-2733,Office Supplies,Envelopes,Envelopes Elite 839,3351.67,9,0.25,623.91
7774,ORD-2023-49913,2023-02-07,2023-02-11,First Class,CUS-57126,Customer 202,Corporate,United States,ORE-City-1,Oregon,17471,West,FUR-TAB-9366,Furniture,Tables,Tables Pro 429,11700.9,15,0.25,-148.31
7775,ORD-2023-71434,2023-02-08,2023-02-10,Standard Class,CUS-10906,Customer 384,Home Office,United States,ORE-City-5,Oregon,72687,West,OFF-APP-8536,Office Supplies,Appliances,Appliances Premium 660,1260.21,13,0.05,471.02
7776,ORD-2023-70309,2023-02-08,2023-02-12,First Class,CUS-32695,Customer 551,Consumer,United States,ILL-City-2,Illinois,97516,Central,OFF-SUP-6804,Office Supplies,Supplies,Supplies Elite 654,239.26,3,0.0,55.83
7777,ORD-2023-54544,2023-02-08,2023-02-11,First Class,CUS-57454,Customer 428,Consumer,United States,IND-City-2,Indiana,15965,Central,TEC-ACC-6924,Technology,Accessories,Accessories Premium 957,20256.65,14,0.1,5107.05
7778,ORD-2023-36366,2023-02-08,2023-02-11,First Class,CUS-46985,Customer 816,Home Office,United States,CAL-City-3,California,19851,West,FUR-BOO-7456,Furniture,Bookcases,Bookcases Premium 684,4126.88,3,0.15,665.13
7779,ORD-2023-65982,2023-02-09,2023-02-12,First Class,CUS-58896,Customer 229,Consumer,United States,MIC-City-4,Michigan,85216,Central,FUR-TAB-3029,Furniture,Tables,Tables Premium 288,981.96,1,0.05,140.05
7780,ORD-2023-42884,2023-02-09,2023-02-11,Same Day,CUS-21316,Customer 168,Home Office,United States,MAS-City-5,Massachusetts,21586,East,OFF-APP-8710,Office Supplies,Appliances,Appliances Pro 732,2177.57,9,0.15,500.49
7781,ORD-2023-90008,2023-02-09,2023-02-10,Second Class,CUS-86607,Customer 961,Corporate,United States,CON-City-1,Connecticut,45552,East,OFF-ENV-3926,Office Supplies,Envelopes,Envelopes Pro 123,2577.64,7,0.0,709.7
7782,ORD-2023-12705,2023-02-09,2023-02-12,Same Day,CUS-38357,Customer 776,Corporate,United States,PEN-City-5,Pennsylvania,86443,East,FUR-CHA-8823,Furniture,Chairs,Chairs Premium 595,5341.36,4,0.05,575.7
